vin,price
3KPF24AD2LE194278,16492.673585509052
2HGFA16529H304781,7499.047585811713
WBAWC73528E064392,10800.834512434878
2T3DFREV7FW303208,18088.070775157405
3HGGK5H85LM725063,19278.397987422923
KL8CB6SA6LC457701,23025.145345067278
ZACNJABB6LPL57668,20723.63894603754
1V2NE2CA3LC211895,47405.866015585154
1V2YE2CA1LC223427,42893.047201112284
KL4CJESB8KB832869,20289.168925857477
1N4BL4BV7LC214184,22567.951866149284
1C4RJFBG7LC341397,38474.15047873988
SBM22GCA3LW000602,191681.94246538926
2T1BURHE2HC914723,13226.674692836457
5GAKVCED2BJ314173,11667.588947727705
3VWG57AU7LM011859,22556.927518825934
4T1BF1FK9HU433922,16454.28369978766
3GCPCREA1CG307365,12460.472349338515
1C4PJLCB5LD648974,23291.82498659637
5XXGT4L35KG337316,17460.53114251465
1FMHK7D88BGA49099,8223.114410635797
2T3DFREV2JW849858,24523.933255396383
3KPC24A3XKE049417,13115.915224717037
WBAJE5C33HG916082,41271.34314883343
YV4A22RKXK1328826,38553.63247976243
1GKKNPLSXLZ203854,40803.633532592896
KNAE15LA8J6016124,26406.487043846144
3HGGK5G40JM702222,14984.27598138036
3GKALSEX2LL295756,31669.107064361306
2G61M5S38H9162797,23377.655948327905
1N4AZ1CP1LC301636,36536.41340886027
1GYS4CKJ3LR301196,80223.0363631737
1C4RDHAG9LC325044,36301.390601258376
3GNAXKEV0LS509901,21962.475282323605
5TDYZ3DC3LS022462,27964.691934096863
1FTMF1C55KKD93241,24148.974608344735
3GKALVEV1LL302213,32689.949001086195
1GNSKTKL6MR113391,76737.33881227457
KL7CJLSB3LB089594,21756.1955112571
1FMCU0GD4HUC76952,17541.14621501593
KMHD84LFXLU013154,20062.27302837647
1FMCU0G60LUB38884,31088.866254436245
W1K3G4EB7LW043784,29745.16427743072
1FT7W2BN4LEE30414,52303.403183547634
MAJ3S2GE1LC318058,21180.495484002062
4S4BRBAC5A3322115,6494.66378905925
1FMSK8DH3LGB65291,41419.51520894598
1GKKNULS3JZ216487,32188.882086444504
JTMWFREV3GJ065401,16456.073155524275
JTDKARFUXL3118547,26265.98816936606
1GTG5CEN0M1121956,33547.860220942326
1GTG6EEN4M1120656,39143.37516614983
KL4MMDSL3LB128451,26889.74937921799
1GCGSBEN4M1112177,33009.213195494965
2HGFC2F61LH502445,19914.420102887987
1C6HJTAG9LL211320,41695.18290695838
1GYS4HKJ6LR305921,81960.59340997675
SADCK2FX5LA657046,59639.33346300261
3GTU9DED7LG400857,54505.83376149327
WMWZB3C53DWR35751,9410.28780190524
JTDS4MCE0MJ056306,28655.758518698924
3GCPCSEC9HG399891,41420.61469631963
1ZVBP8CF1D5200328,21231.419620124932
4S4BTAEC1L3252945,31778.759519880077
3GTU9DED2LG252794,60604.085285919544
JTMY1RFV1LJ022157,33202.80886313233
1HGCV1F44LA105980,25487.34279033888
1GTR2VE77CZ176967,16081.875494918399
1FMSK8DH8LGC72059,46741.66063985223
1C4RJFAG3LC398455,44911.346630696185
1GYS4KKJ4JR203608,56497.0312437699
KL7CJLSB8LB093124,20224.55182906795
1FMJK1HT5LEA61964,54635.34308197351
4JGDF6EE6FA614136,29504.9254987241
1FTEW1EG2HFC28834,35475.293146951684
4T1BF1FK6GU547858,16848.380941719723
JF1VA1J69G9801307,21564.85561917211
1FTEW1E54KKE09107,41897.98236460624
SALCJ2FXXLH857046,45460.90197244868
5TDGZRBH6LS044839,43479.60819210965
KMHD74LF7LU948585,19963.09101254584
5N1AT2MT2KC773691,18036.894738981246
5FNYF5H24MB001924,39881.745553539644
1FMJK1PT7LEA51387,70091.60265529144
MAJ3S2GE2LC329442,20624.98674617839
WDZPE7CC1E5864905,30602.74109566816
1G6DT5RK2L0151245,46943.98091012489
1FMCU0EG7CKB62719,9104.995213937993
3N1AB7AP0KY293378,14494.015233293101
1FMCU9G63LUA94531,32447.217920688123
KM8K3CA54LU507861,29259.54965145077
KMHL34JJ1LA011618,32725.594360930096
1FM5K7B87FGB94484,18018.07155579896
1GYS3BKJXLR180809,77951.74348391616
1V2PR2CA1MC517542,43939.06486485889
1C6SRFFT1LN359374,49858.01173170652
1FTER4EH7LLA50477,36694.67412541178
KNMAT2MT5LP525000,25751.89898189609
SALVP2RXXJH269812,31868.04588373622
2FMPK4G97HBC68828,21485.69778251207
WDDZH6JB0LA723158,63041.73264795599
3FA6P0H71GR305319,15750.417024845936
WA1JCCFS9JR001659,28244.79347107682
JTMBFREV7JJ745906,25534.450075105684
JNKBV61F58M272594,7676.932019197735
3GKALTEV9JL297280,24844.83885401473
4S4BTAEC7L3261813,34172.99792179419
19XFC2F68LE211855,21490.566896476754
3N1AB61E77L717832,4034.604609751419
1FADP3K24HL293835,13841.534940509955
5GAEVAKW8LJ107120,39187.74313281637
3VWCB7BU9LM072927,24654.91062849865
1FA6P8TH8H5205429,21546.41413269742
ZACCJBCT9FPB31569,14034.125067177238
WMWXU9C03M2N29405,36274.80310766302
1FTMF1C52KKD38391,22139.88242039804
3FA6P0HD0LR107136,22326.67650959224
5XYPK4A55LG702551,36358.767649781985
2GKALMEK2H6153841,17214.882823822012
1GYS4DEF6DR370284,26888.799373759328
1GCUYGED3LZ338765,52292.07700186169
1N4AL3AP4JC259489,16954.786044585755
2B3KA33V79H582090,6991.776814089717
1C4RJEBG0LC403880,46477.864994244796
JN8AT2MV2LW137766,26079.762606845292
KL7CJLSB4LB053655,20596.188838370632
1GKKNRLS8LZ164712,45197.16497268547
1C4RJFBG8LC385263,45417.926101967285
1N4AL3AP8DC902723,8474.557322164168
1C4RJFBG7HC873403,29401.682463357887
ZARFAMAN1L7626473,39363.63290945827
4S4BSANC0K3363214,27787.284489053327
3GKALXEXXLL325390,32896.73421704938
JNKCV64E68M120024,10882.352595997072
JTDS4MCE9MJ055039,29516.644764766315
1C4HJXFG8LW119803,46254.042332510515
1HGCR3F96EA028656,14410.013460851878
JTEBU5JR2F5255487,28614.59378072999
JA4AZ3A33LZ011248,26712.966353987234
1FMCU9H60LUB06309,31310.79759643785
19UUA8F57DA009876,13552.617255493957
WAUL2AF20KN051605,53238.94084581247
1C6RR6FG5HS786504,21555.800231761856
WDDUG8CB3FA199370,42669.72859475095
3GNCJPSB6HL207144,16823.52610909001
2HKRM3H77FH535286,14794.535575276981
W1KWF8DB1LR593764,46486.13744722706
1FA6P0HD6E5350536,10776.722923583045
1FMCU9F66LUB58370,33686.96732733684
1C6SRFFT3LN420451,49227.73955756476
1FM5K8HT3JGA81030,36176.74302356791
KL7CJPSB6MB306743,24240.924666797655
JF2SKAGC6LH601705,30574.299870766918
LRBFXCSA7HD040091,24896.09872601153
KMHCT4AE7DU306757,6691.746876298908
ML32F3FJ7LHF10642,15045.483635319404
1C4RJFCT9LC277391,53345.1176980997
1GNERFKW3LJ266408,37425.804667239914
7FART6H89LE017708,38219.9539124415
3N6CM0KNXLK701567,20324.7755117508
1FMSK8DH2LGB49650,45692.65960194328
1FM5K8GC4LGC71424,56306.45195483301
JTMR6RFV9LD004039,34068.800996365186
3VW2B7AJ9HM337288,14788.328773741368
1FTEW1EG6LFB45464,66184.43608565356
1FTEW1E50LKE57088,44014.07118384002
3GKALTEV9LL297296,33967.998786193886
KMHRC8A37LU045273,34099.90241671759
1GKS2DKL0MR151251,84543.75881482783
1FMCU9DG5CKB54768,10846.091172911158
KL4MMDS27LB087121,24692.12216376892
ZFBHRFBB7L6P33001,26248.03785468459
KNDJP3A59K7021581,14225.018721370625
1C4HJXDN4MW514564,50401.69430165997
YV4102PK8L1612157,56814.34489950143
ML32F4FJ3LHF07016,13703.28323416822
1C6HJTFG2LL183112,42361.95765123092
JN8AT2MVXLW133707,27681.804700363537
1FTEW1E44LKE71664,49191.298398014296
4S3BWAN66L3017155,27430.92174867159
1C4PJMLN8LD655952,28682.46906318231
2C4RDGCG8KR543456,18548.543205873997
KL4MMESL7LB095525,28926.720670123315
1FMCU0GD3HUD92336,17107.69401596515
3GKALTEV9JL347790,24531.868219459233
1FMCU0GX9DUB94249,9812.611901811251
1C4RJFAG0LC384612,42001.45808859261
5NMS23AD4LH141485,20940.213506052925
4T1G11AK3LU997912,32159.405632090045
1C6RREJT7LN306565,48561.8828250007
2HKRW2H86LH667271,32080.83757627143
1C4RJEBG3LC428434,45632.78697974474
3C7WRSBJ5KG671246,60879.8083192474
1FADP3K25JL252166,14461.433159997585
1FMCU0G68LUB99514,33199.62758156084
3VWGB7BU9LM072346,21890.87114755043
2T3F1RFV3LC129544,36010.8632921711
LRBFXCSA0KD105726,27149.986255241078
1HGCS1B87CA018883,13052.900266375325
1HGCR2F31EA165042,13827.099933163863
1C4BJWEG9GL161342,31549.516840027816
WAUHGAFC5EN106327,19800.620531184053
5J6RW2H83KL004535,28948.596843020183
WAUAFAFL5FN018643,18079.721096254478
1FMCU9H67LUB62537,34581.22368196485
1N4BZ1DP3LC306422,33809.36902156512
3N1AB7AP3KY302767,15310.78711850496
WAUGFAFC6FN003823,19740.83852919231
JN8AT2MV4LW144394,27388.87883252519
KNAFG526077119461,6085.825112683568
2GNAXSEV0J6338269,20983.62084236128
1C4RDHDG4JC114116,31370.99139278444
JN8AT2MV3LW118269,29537.730827527
3C4NJDBB8JT115006,21180.041853930674
2GNAXHEV3L6261175,24476.682965772165
1G1ZE5ST6HF110470,16370.828930657515
1N6AD0ERXKN796050,26996.36734516531
JF2GTHSC8MH219700,30301.46775921545
1GNSKBKC0KR375950,43660.162635627756
3VW447AU7HM016301,22673.390065596814
5FNYF6H91HB019712,32528.17700409507
1N6AA1E52HN539548,34793.31902378368
1GCRYAEF3LZ277213,41576.627858384985
WDCTG4GB7KJ610086,34561.35246795416
5J6RM3H93FL026416,18592.81388148864
3C63RRGLXKG578653,55338.48536916637
KM8R5DHEXLU171668,45548.1538909798
5NPEF4JA1LH009848,25691.770174413792
WMWXR3C06M2M91862,26215.89597565805
19XFC2F65LE207343,22665.02974521592
1C6RR6LT8GS101525,26329.219875296498
1FMCU0H65LUA67065,31575.85434717226
1C3CCCFB0GN189250,15741.364146835425
1FAHP2F86KG115581,23187.066300288403
3CZRU6H95LM729706,24726.866805398255
1FMCU9DG7AKC79851,4492.3056529408495
5NMS33AD1KH039394,23047.773517304755
2T3RFREV7HW686852,21558.88122851744
1C4RJFBG6GC478580,31460.882211098156
3GNAXHEV3LS677907,25079.157559260606
KNDCB3LC5L5393726,31968.72519862277
2T3RFREV0HW641865,20596.095127295663
JF1VA1C63L9819406,39126.10773086523
5NMS33AD9LH249467,27240.672433152242
1GKKNLLS4LZ233621,49415.47106090826
1C6SRFFT3LN409191,48012.795841497944
SJKCH5CP8JA053694,27215.996371848134
JN8AZ2NE8H9155255,42531.82324986683
1C6SRFHT3LN332187,58881.99911967157
2C3CCAGG5GH208740,17588.49943790915
1GKS1AE00ER127102,30782.641420625325
3PCAJ5M1XKF126338,29359.031874236643
2GNALBEK4H1598327,16986.85228831116
WVGBV7AXXGW593531,18531.16390121014
2GNFLFE32G6100519,25357.049533872585
WP1AB2AY2LDA28084,104789.7234622472
2GNAXJEV5J6352520,21896.55232316359
1N4AL3AP3HC223903,15481.891547726014
1HGCP2F33BA077451,6055.447564897451
1GYS4CKJ3LR124746,78881.73514752887
1FMCU9GD7JUB45718,16978.78922110938
1C6RREFT7KN745854,36782.653105317724
KM8J33A21GU222297,19056.455634508522
5XYZT3LB3EG145175,11584.817735074936
2G4WS52J011212776,5964.806224328699
3GTU9CED8LG346110,47628.312188701326
2HGFC2F83KH514080,19122.76195545647
3GCUYHED9LG427858,66755.53164015789
JM3KFBCM1L0840740,31302.106774396947
1FD7W2A68LEC50861,45567.115873102375
WDDZF8DB9LA718022,51099.767666012674
1C4RJFBG1HC885997,30723.120355113715
2C4RC1AG0KR667885,24160.163088313853
3GNAXHEV6LS657974,23699.682676192548
1GKKNMLS2HZ272074,26387.522221852054
1GCGTEEN7J1161674,28773.132883922415
KM8J3CAL2KU948817,24772.34857725388
1GNERGKW9LJ297362,35362.29702407014
1FTER4EH3LLA54266,37358.967385868
1GNEVNKWXLJ186559,47858.52059200173
5NPDH4AE8BH054115,6175.955599717734
JTEZU5JR9F5095252,22011.571479883027
4JGDA7DB3DA143880,21756.569785898697
1FTFW1E48LKE27932,46791.33002806253
1GCJK33133F209898,15211.569228787674
WBAJS3C00LWW67189,58859.420037504686
JTHG5LFF1L5011012,89656.84048636549
KNDPMCAC7L7834596,28183.487628987157
JTMP1RFV6KD516121,28967.162050381783
1FMSK8DH4LGC81101,46035.82606243502
JM1BM1L79G1308106,12745.35049547096
1N4AL2AP3CN514151,10650.020332863103
1FTEW1CP1LFB80562,36298.81184965908
1FTER4EH7LLA08584,36809.31146866405
3FA6P0LU7KR100710,23059.103760401835
3FA6P0LUXLR267192,29051.52897042883
SALGS5FE0HA342149,86497.84745434803
2CNDL63F666126838,3529.7017155851245
5J8YD4H38LL036360,51010.42033244571
4S4BTAEC9L3256516,31932.12856313644
WBA3N7C56FK225516,21773.35838664476
1FMCU9G61LUA90137,35986.31020876659
5TDDZRBH5LS019269,43257.35366796881
1G1ZD5STXKF161111,16737.26057936283
1N4BL4BV2LC266547,20360.09674754077
2FMPK4AP1JBB81780,30941.912041047646
5FNRL6H56LB065653,38284.142459874485
NM0LS7F28L1454985,28413.145572631365
5NMS53AAXLH252961,38292.027078229476
1FA6P8CF8G5229985,27362.877847984095
2FMPK4J99LBB09293,41131.81860266545
1G6DS5E31D0176835,12828.224301618642
1C6SRFHM1LN415075,58881.35750303113
ZARFAMBN8L7630941,38855.069954610815
KNDPM3AC3M7856600,26219.553988350228
1C4AJWAG4FL538899,21524.258161186328
2C3CDZAG0KH669602,28027.39426686508
1GC4K0E80GF224273,42952.39761647463
5J8YD3H80LL008932,50048.95033643003
1FMCU9H96LUA35188,37691.7669972587
4T1FA38P28U157362,5205.902353895559
4T4BF1FK6GR555433,13062.417783385721
KL79MSSL9MB024321,26262.888333199386
1FMSK7DH6LGB38709,43034.31609880725
JN8AT2MV3HW250116,19035.231192112577
1FTER4FH6KLA82205,33888.18466877517
ZARFAEEN9H7544191,28968.913803161486
JN1EV7ARXHM835110,26430.32808270447
WBA5U7C00LA234682,51060.573806144275
1FTEW1E54LKE78333,47265.17570513284
1C4PJMDX8KD463574,24148.99487171809
3C6UR5FLXJG216707,47280.20162476489
5N1DR2MM3HC662404,21218.083206715834
1FMCU0DZ2LUC07315,30928.32143581171
1FMCU9F61LUB85749,32958.95180276862
5N1DL0MN4LC500434,43556.41379222991
2C3CDXGJ5JH237142,38027.08697459575
3C6UR5FL7LG147011,65010.620975767706
5J6RE48388L049059,6751.881201371336
1GCRYDED5LZ201976,41752.69783661813
1HGCV1F33LA049439,26992.023320853692
2FMPK4K95KBB89012,26545.078147795997
4S3GKAV65L3612080,24009.384373880137
5FNYF6H07MB011903,46547.685350468375
1GYKNCRS3HZ197490,31453.17911909736
3VWEF71K07M138834,3099.346184926286
SAJWJ0EF8E8U31846,23658.386610094163
4T1BE46K57U508831,3455.4083888566856
1C6RR6LTXDS698981,17468.141969895674
3GKALPEV4KL253065,19262.086119931035
5XYZT3LB9HG493048,15364.145002995954
KL8CB6SAXLC479653,23508.808759948173
5FNYF4H54BB042460,9676.500902916225
SALCR2BG8HH704929,28947.900877714557
5XYPG4A3XHG267534,18051.234431604422
1FTEW1E46KKC81881,45915.00908126992
1C6HJTFG0LL216592,44554.36000829967
1FADP3FE9JL307271,14513.538331104659
1FMJK1MT4LEA61475,74977.84200613022
W1N4N4HBXMJ162310,43896.479118323194
JM1GL1XY9L1524334,40439.107050742605
1FMSK8DH0LGC39721,45002.27686108496
2C3CDXCT8JH290036,33031.744626190826
3KPA24AD8LE336692,14845.93415048502
WDDZF4JB7HA257178,32136.345933807526
3KPF34AD1LE261675,33376.15999599112
KNDJH741095035808,7260.188390202427
JN1EV7EK9HM362040,32483.855697589555
1VWBV7A36FC046240,9499.240228036324
5NPD84LF9LH595858,19983.978255873903
1FTEW1E51KKD51151,44945.39450170311
5J8YD4H39LL036237,52805.90835035854
JN1BJ1CP2HW020346,16279.821545852074
WMWXJ1C07L2L90243,36767.5045642456
1C6RR6FT1FS635329,18172.094351360327
1FADP3FE3HL283057,15267.884281266934
5UXCY4C02L9D43435,81442.98085950286
1C6RRFJG5KN729037,35121.731482283096
4T1M11AK5LU373161,31144.225250057796
1C4RJFJG3LC436010,52220.9372910166
19XFC2F62LE212547,21696.799764458137
2GNFLHEKXF6133348,14769.457338749395
2C3CDZBT0HH613745,29728.502300612483
1C6RR7MT7ES359455,21867.638579772214
1GKKNXLS7LZ119409,45209.6698851675
1FMCU9G6XLUA90136,35994.941406833714
1FM5K8HC3LGA82648,54918.44234036477
5NPD84LF0LH619626,20336.286963463564
WBAJA7C32HG906876,34286.21113085282
1FMJU2ATXKEA50984,46034.95512845318
2G11Z5S3XK9134899,23558.080479249125
1GTW7AFG5L1254155,58124.272274551
3KPF24AD5LE164787,18537.24549155788
5FNRL6H79JB024156,27234.457479719975
WUAWAAFC2HN904268,107361.18615281416
3GNDA13D88S598868,5319.949012741941
5FNRL6H55LB073162,37759.76373007763
2T3P1RFV1LC090618,33388.66199952136
2C3CCAAG6GH358378,17471.48526428575
5N1AZ2CJ6LN158579,34842.76412112242
KM8J3CAL5LU280626,28378.713301437223
4JGDA5HB5HA907488,39454.82178681426
JN1BJ1CR3HW136110,19302.199726333376
2HGFC1E51JH702872,22085.765307016
1FTER4FH7LLA24492,36541.63664969424
W1KUG8JB7LA562722,130681.17668519638
1HGCV1F36LA115174,26962.81400867501
1G1BE5SM3K7122152,19157.055610417854
KM8J2CA46LU240129,25055.77408518016
5GADV33L86D116737,5244.973838665977
1FTEW1EP2LFC56030,48827.914752007855
5N1DR2AN3LC613659,32046.33712417868
5UXKR2C31H0X07151,40023.84697322279
5YFEPRAE4LP054587,28993.256816737125
1C3CCCBBXFN702850,12267.388434542961
1FMSK8DH6LGC88020,46139.18187040672
1HGCV1F34LA126173,27241.827547273315
2T3BFREVXFW378458,14263.780179178975
1FTEW1E49LFC72957,58490.019891455915
1N4AA6DV1LC379433,34638.31849174948
3C6UR4CL7KG517841,66089.98286117321
5FNYF6H53HB052255,30333.360799077505
3C3JY45X77T604950,5999.686740190675
1G1ZH5SX5GF267058,19590.238391164785
1FTER4FH2LLA63166,34918.939088543375
1FAHP60A72Y114422,12540.097636224038
W1N0G8EB6LF815401,52435.26838876913
3FA6P0HD7JR167752,17201.964116315852
1J4AA2D15BL528726,15898.692122997214
2C3CDXL9XJH113007,73173.33772089746
3N63M0ZN4GK692683,13429.231995481647
1FM5K7D87EGC10016,14224.990491220346
1C4PJLCB5LD634380,22704.13724967329
4S4BTAEC3L3265678,32221.149967677564
3C4NJDCB5LT234195,28706.776242913722
5GAERBKW5LJ201675,43062.96003009692
3C4NJDBB1MT506891,30006.458895906697
3KPC24A66LE126666,17362.66944795604
2GCEC13T361147340,17486.003328613297
4S3BWAC61L3013761,25486.320462578704
3GCPWBEK2LG202308,37910.97041917595
WA1VWBF72LD013408,79961.77673045616
3C4NJDBB0LT239516,26968.7009171497
5YFBURHE1JP745249,13455.097694986121
1FTEX1EP8LFC05659,38453.09014803909
5XYPG4A51LG693770,31823.651407040114
1C6HJTAG8LL126470,38162.486319862765
1GYKNBRS8HZ119880,23712.309541986408
1FA6P8TH7L5172870,31227.793346079172
1GCRYEED1LZ293948,42979.16599214908
1GNSKHKC9KR140689,38218.14152779091
JTNK4RBEXK3021073,19660.858919473154
W1K2J5JB9LA074234,81759.00773958667
KL4MMDSL9LB110018,26106.98384268044
3MZBPBCMXLM131367,26512.91877664984
1GNSKHKC2LR284618,50847.508176768155
1C6SRFFT0LN398473,49771.12770879886
3C63RRJL6KG602116,69860.71875611422
JM3KFBCL4H0105524,22629.2748453433
JTHCL5EF8H5029354,40094.53410004253
1G1FJ1R65K0155160,87094.10879661288
ZASPAKBN3L7C75185,47969.79608185777
KL7CJKSBXLB330710,20244.208378990745
55SWF4JB4JU256093,32567.14159042343
5FNYF5H58MB003220,40365.51655369506
KNDMC5C1XM6661211,36029.78786425958
3GCUKSEC6EG316029,23838.660393473026
JM3KFBBM4J0467563,20973.167256596298
KNDJN2A22J7574383,13625.9337398271
3VWG57BU1LM078987,21142.78551167715
KMHD84LF9LU099377,20097.38413258388
3GNAXJEV9LS600434,26505.792693194213
2LMPJ6K93LBL28767,46582.150941141794
1FMSK7DH2LGC89739,41141.602980718904
LRBFX3SX1LD019797,41410.15302895849
1G1PA5SG8E7195310,8104.447114640767
WDDHF8JB7GB244698,24655.422427939993
5N1DR2MN0KC627917,27369.013793819926
2HGFC2F51JH502840,16541.667895663166
3C4NJDBB0LT209917,28930.34710607142
3N1CN8DV3LL884206,17358.513274560573
1FT7W2B61KEC41033,63642.90947901932
JN1BJ0RR8HM402377,26389.968334732395
1FMJK1KT0KEA28104,46518.11215314299
1GNERHKW3LJ303887,40461.27801350358
WP1AA2A50JLB12223,37883.99509184624
1GTW7AFG6L1254391,62217.548915357314
3LN6L5MU0HR650899,21818.238250230304
1GTG6FEN9M1100246,38774.170360664335
3KPF24ADXLE202871,17307.346484101996
3VV0B7AX0LM163586,29682.101201942212
JH4KC1F5XLC000260,41705.95958399821
