vin,price
3GNCJPSB1LL217086,22207.334
2T3H1RFV8LW100922,34866.785
KNDJT2A59C7467334,10647.798
MAJ6S3KL5LC389546,22926.334
19XFC2F54HE057692,16739.523
ML32A5HJ1LH005040,13099.347
3CZRU5H78GM705981,15514.549
1G1105S37JU148349,20685.941
WDAPF1CD3GP202529,35077.4
5FNYF8H25LB014987,40624.58
JN8AT2MV1LW135927,26010.887
5J6RW2H29LL006349,31065.62
3FA6P0CD6LR218247,24390.309
3FA6P0H71HR260464,14732.486
LRBFX1SA7LD078885,34149.406
JTMWFREV8HD103530,20758.498
5N1AT2MV8LC797500,28028.516
1FTEW1E49LFB75063,54539.67
3KPC24A64LE126116,16820.605
3N1AB7APXJY267272,14266.913
1FMCU9JD6HUD02044,17699.117
1G6DM5RK2L0146138,35697.516
1FTEW1CP0LKE35998,36296.793
5N1AT2MV4LC777812,28430.533
KL4CJASB1JB637591,19450.451
2C3CDXHG6KH512439,23224.725
WA1BCCFSXJR006633,24553.455
KL7CJNSB7LB064077,22046.438
2G1WT58KX89176570,9384.101
KL7CJKSB5LB038267,19811.7
JM1GL1UM8L1522883,26287.229
2T1BURHE3KC238290,16379.731
19XFC1F73LE218425,21934.8
4T1B11HK7KU766185,23824.014
1C4BJWEG2GL181755,31808.934
1G6AX5SX4E0165115,29793.943
3C4NJCBB3MT505865,27329.62
5TDDGRFH4KS067490,36719.24
3HGGK5H48LM722669,19580.578
JM3KFBCM5L0794717,29878.365
1GT121C80BF210443,24546.822
4S4BSAFC0H3403427,18821.291
3GKALPEV5KL194348,20786.924
2GKFLTEK9H6239924,19158.518
WA1B4AFY5L2039430,54276.832
WDDZF4JB7HA266320,39711.492
3FA6P0HD2LR261038,22644.953
3C4NJCBB8MT518157,28657.707
1G1ZG5ST6LF153368,23690.686
WAUANAF48HN064854,26254.762
1GKKNULS2LZ231730,46054.76
3GCUKREC1FG302470,25735.127
2C3CCAGG3JH267597,17972.824
SCFRMFAW3LGL09248,105195.01
3KPA24AD1LE334136,17214.758
JTEBU5JR3J5561722,39941.297
ZN661XUS6HX222524,57069.14
1G1PE5SB8E7365819,6003.4834
1FA6P8CF3K5152712,43940.426
1NXBR32E16Z701670,5012.52
1FMCU0G63LUB57011,31796.646
JF2SJAWC1JH428046,22420.61
JTEBU5JRXA5014351,14733.699
1D8HB58D14F142735,15443.6045
JF2SKAUC2LH587595,31779.396
3GNCJLSB5LL310685,20815.785
1C4HJXDG1KW536391,33725.676
3VV2B7AX6LM003754,24826.535
3N1CN8EV0LL823779,18105.65
JTJBM7FX6H5155402,41458.418
7FARW2H59KE047828,30564.465
5N1AT2MT6FC914123,13991.194
KL7CJPSB8GB536739,16164.544
1FTEW1E52LFB96569,47154.66
5N1DL0MMXLC523921,48947.32
1C6SRFHT4KN517654,39817.156
JN8AT2MT8LW017131,25137.281
3FA6P0HD1HR376950,24180.139
2CNFLEEC6B6371378,6669.555
5J8YD3H30JL008902,34113.066
1FTEW1EG0GFA42711,35618.47
SALTY19454A839636,20803.877
1HGCV2F54LA024816,35054.094
1GTU9FEL1LZ324474,65825.76
JF2SH6CC4AH764464,10899.8955
1GKKNMLS2LZ194825,40850.75
ZFBCFYDT0GP501036,16768.422
2G1FC3DD7B9209737,16935.883
1C4RJFAGXLC413856,40355.832
KM8J23A42KU895936,18541.97
5XYPGDA36LG679989,29676.44
4T1B11HK9KU191538,26266.277
1HGCR2F35HA130072,17014.182
3VV3B7AX6JM019888,18584.836
5NMS2CAD7LH178191,23411.596
KMHD84LF1LU003547,19869.676
3GCNWAEH2LG345507,30742.041
3KPF24AD2LE194278,18532.268
2HGFA16529H304781,7777.108
WBAWC73528E064392,12408.857
2T3DFREV7FW303208,19806.283
3HGGK5H85LM725063,19595.596
KL8CB6SA6LC457701,21726.367
ZACNJABB6LPL57668,20812.078
1V2NE2CA3LC211895,41142.98
1V2YE2CA1LC223427,40581.61
KL4CJESB8KB832869,20128.947
1N4BL4BV7LC214184,23449.07
1C4RJFBG7LC341397,36111.836
SBM22GCA3LW000602,169913.53
2T1BURHE2HC914723,13951.959
5GAKVCED2BJ314173,13724.519
3VWG57AU7LM011859,22301.11
4T1BF1FK9HU433922,16948.018
3GCPCREA1CG307365,11711.597
1C4PJLCB5LD648974,24035.52
5XXGT4L35KG337316,17595.781
1FMHK7D88BGA49099,10344.394
2T3DFREV2JW849858,24605.438
3KPC24A3XKE049417,13045.703
WBAJE5C33HG916082,41274.645
YV4A22RKXK1328826,41498.844
1GKKNPLSXLZ203854,42279.203
KNAE15LA8J6016124,26444.756
3HGGK5G40JM702222,15005.835
3GKALSEX2LL295756,32023.316
2G61M5S38H9162797,23888.021
1N4AZ1CP1LC301636,42788.19
1GYS4CKJ3LR301196,78971.8
1C4RDHAG9LC325044,39550.848
3GNAXKEV0LS509901,22675.408
5TDYZ3DC3LS022462,28783.094
1FTMF1C55KKD93241,24331.121
3GKALVEV1LL302213,31843.742
1GNSKTKL6MR113391,73915.32
KL7CJLSB3LB089594,21368.596
1FMCU0GD4HUC76952,18428.133
KMHD84LFXLU013154,20054.307
1FMCU0G60LUB38884,33578.66
W1K3G4EB7LW043784,29007.867
1FT7W2BN4LEE30414,49719.23
MAJ3S2GE1LC318058,21612.873
4S4BRBAC5A3322115,7325.9126
1FMSK8DH3LGB65291,44272.0
1GKKNULS3JZ216487,31940.754
JTMWFREV3GJ065401,20348.672
JTDKARFUXL3118547,24328.043
1GTG5CEN0M1121956,34457.19
1GTG6EEN4M1120656,37806.88
KL4MMDSL3LB128451,27012.402
1GCGSBEN4M1112177,34137.297
2HGFC2F61LH502445,18262.156
1C6HJTAG9LL211320,41008.33
1GYS4HKJ6LR305921,79235.34
SADCK2FX5LA657046,59465.188
3GTU9DED7LG400857,54170.668
WMWZB3C53DWR35751,11189.313
JTDS4MCE0MJ056306,30363.854
3GCPCSEC9HG399891,41281.43
1ZVBP8CF1D5200328,20788.533
4S4BTAEC1L3252945,31614.617
3GTU9DED2LG252794,56021.777
JTMY1RFV1LJ022157,34739.527
1HGCV1F44LA105980,26351.328
1GTR2VE77CZ176967,21728.318
1FMSK8DH8LGC72059,47020.1
1C4RJFAG3LC398455,45070.035
1GYS4KKJ4JR203608,56132.066
KL7CJLSB8LB093124,20761.816
1FMJK1HT5LEA61964,55905.61
4JGDF6EE6FA614136,31315.035
1FTEW1EG2HFC28834,39342.68
4T1BF1FK6GU547858,18155.588
JF1VA1J69G9801307,27253.047
1FTEW1E54KKE09107,39604.613
SALCJ2FXXLH857046,46415.492
5TDGZRBH6LS044839,42795.582
KMHD74LF7LU948585,20209.275
5N1AT2MT2KC773691,18772.248
5FNYF5H24MB001924,40546.03
1FMJK1PT7LEA51387,66832.38
MAJ3S2GE2LC329442,19767.484
WDZPE7CC1E5864905,27336.674
1G6DT5RK2L0151245,44654.82
1FMCU0EG7CKB62719,11093.966
3N1AB7AP0KY293378,15968.161
1FMCU9G63LUA94531,29562.586
KM8K3CA54LU507861,28828.844
KMHL34JJ1LA011618,33813.426
1FM5K7B87FGB94484,17550.555
1GYS3BKJXLR180809,74485.84
1V2PR2CA1MC517542,39486.492
1C6SRFFT1LN359374,49916.54
1FTER4EH7LLA50477,39264.594
KNMAT2MT5LP525000,26342.887
SALVP2RXXJH269812,28843.295
2FMPK4G97HBC68828,20379.457
WDDZH6JB0LA723158,45765.75
3FA6P0H71GR305319,18188.252
WA1JCCFS9JR001659,23205.625
JTMBFREV7JJ745906,27971.965
JNKBV61F58M272594,10547.053
3GKALTEV9JL297280,23847.912
4S4BTAEC7L3261813,33807.844
19XFC2F68LE211855,22309.797
3N1AB61E77L717832,6563.8286
1FADP3K24HL293835,15811.747
5GAEVAKW8LJ107120,39293.688
3VWCB7BU9LM072927,22362.629
1FA6P8TH8H5205429,19799.783
ZACCJBCT9FPB31569,12006.52
WMWXU9C03M2N29405,35135.285
1FTMF1C52KKD38391,22989.576
3FA6P0HD0LR107136,21806.252
5XYPK4A55LG702551,35991.188
2GKALMEK2H6153841,19019.14
1GYS4DEF6DR370284,24208.73
1GCUYGED3LZ338765,52640.477
1N4AL3AP4JC259489,16401.475
2B3KA33V79H582090,8579.454
1C4RJEBG0LC403880,48351.918
JN8AT2MV2LW137766,26450.166
KL7CJLSB4LB053655,18482.395
1GKKNRLS8LZ164712,46217.19
1C4RJFBG8LC385263,44804.39
1N4AL3AP8DC902723,7981.2593
1C4RJFBG7HC873403,30481.63
ZARFAMAN1L7626473,38548.02
4S4BSANC0K3363214,25767.84
3GKALXEXXLL325390,28842.256
JNKCV64E68M120024,12764.52
JTDS4MCE9MJ055039,30608.857
1C4HJXFG8LW119803,41811.695
1HGCR3F96EA028656,12643.582
JTEBU5JR2F5255487,29484.752
JA4AZ3A33LZ011248,25762.857
1FMCU9H60LUB06309,32198.709
19UUA8F57DA009876,16274.181
WAUL2AF20KN051605,65466.36
1C6RR6FG5HS786504,21028.586
WDDUG8CB3FA199370,42827.742
3GNCJPSB6HL207144,17574.059
2HKRM3H77FH535286,13456.257
W1KWF8DB1LR593764,46217.613
1FA6P0HD6E5350536,11423.369
1FMCU9F66LUB58370,33382.363
1C6SRFFT3LN420451,47180.367
1FM5K8HT3JGA81030,35378.754
KL7CJPSB6MB306743,22679.611
JF2SKAGC6LH601705,31090.969
LRBFXCSA7HD040091,24931.691
KMHCT4AE7DU306757,8929.907
ML32F3FJ7LHF10642,15474.812
1C4RJFCT9LC277391,51774.887
1GNERFKW3LJ266408,38089.613
7FART6H89LE017708,36300.09
3N6CM0KNXLK701567,20896.242
1FMSK8DH2LGB49650,46186.145
1FM5K8GC4LGC71424,58294.254
JTMR6RFV9LD004039,29280.59
3VW2B7AJ9HM337288,16108.51
1FTEW1EG6LFB45464,61040.336
1FTEW1E50LKE57088,45914.457
3GKALTEV9LL297296,33165.613
KMHRC8A37LU045273,30185.373
1GKS2DKL0MR151251,80850.05
1FMCU9DG5CKB54768,12574.137
KL4MMDS27LB087121,26152.021
ZFBHRFBB7L6P33001,24858.607
KNDJP3A59K7021581,14826.008
1C4HJXDN4MW514564,48586.49
YV4102PK8L1612157,54724.105
ML32F4FJ3LHF07016,12651.186
1C6HJTFG2LL183112,41513.496
JN8AT2MVXLW133707,27105.654
1FTEW1E44LKE71664,48720.74
4S3BWAN66L3017155,27244.541
1C4PJMLN8LD655952,28580.234
2C4RDGCG8KR543456,19019.75
KL4MMESL7LB095525,27752.904
1FMCU0GD3HUD92336,18133.18
3GKALTEV9JL347790,22134.54
1FMCU0GX9DUB94249,11765.436
1C4RJFAG0LC384612,41704.73
5NMS23AD4LH141485,21969.588
4T1G11AK3LU997912,33950.723
1C6RREJT7LN306565,46676.906
2HKRW2H86LH667271,30270.76
1C4RJEBG3LC428434,46926.758
3C7WRSBJ5KG671246,60054.176
1FADP3K25JL252166,14237.807
1FMCU0G68LUB99514,35125.742
3VWGB7BU9LM072346,23085.787
2T3F1RFV3LC129544,35880.336
LRBFXCSA0KD105726,27860.887
1HGCS1B87CA018883,15053.619
1HGCR2F31EA165042,15347.228
1C4BJWEG9GL161342,31465.805
WAUHGAFC5EN106327,21940.578
5J6RW2H83KL004535,26580.807
WAUAFAFL5FN018643,22693.889
1FMCU9H67LUB62537,33389.848
1N4BZ1DP3LC306422,42274.01
3N1AB7AP3KY302767,15032.405
WAUGFAFC6FN003823,17582.416
JN8AT2MV4LW144394,27592.54
KNAFG526077119461,7837.536
2GNAXSEV0J6338269,19701.262
1C4RDHDG4JC114116,29450.68
JN8AT2MV3LW118269,29635.791
3C4NJDBB8JT115006,21964.203
2GNAXHEV3L6261175,26291.422
1G1ZE5ST6HF110470,17193.51
1N6AD0ERXKN796050,28105.78
JF2GTHSC8MH219700,30527.584
1GNSKBKC0KR375950,41744.684
3VW447AU7HM016301,23230.781
5FNYF6H91HB019712,30363.164
1N6AA1E52HN539548,36885.24
1GCRYAEF3LZ277213,43108.29
WDCTG4GB7KJ610086,34471.34
5J6RM3H93FL026416,22545.502
3C63RRGLXKG578653,45607.895
KM8R5DHEXLU171668,40304.56
5NPEF4JA1LH009848,26703.89
WMWXR3C06M2M91862,21924.297
19XFC2F65LE207343,21965.31
1C6RR6LT8GS101525,25139.322
1FMCU0H65LUA67065,32381.256
1C3CCCFB0GN189250,15880.586
1FAHP2F86KG115581,22939.28
3CZRU6H95LM729706,24024.105
1FMCU9DG7AKC79851,6791.14
5NMS33AD1KH039394,22617.645
2T3RFREV7HW686852,21444.44
1C4RJFBG6GC478580,33580.098
3GNAXHEV3LS677907,25610.26
KNDCB3LC5L5393726,29528.863
2T3RFREV0HW641865,20234.729
JF1VA1C63L9819406,39288.113
5NMS33AD9LH249467,28971.537
1GKKNLLS4LZ233621,50093.723
1C6SRFFT3LN409191,45314.535
SJKCH5CP8JA053694,26709.066
JN8AZ2NE8H9155255,48532.086
1C6SRFHT3LN332187,54763.043
2C3CCAGG5GH208740,17486.367
1GKS1AE00ER127102,31702.178
3PCAJ5M1XKF126338,34515.797
2GNALBEK4H1598327,17353.549
WVGBV7AXXGW593531,18497.03
2GNFLFE32G6100519,28723.021
WP1AB2AY2LDA28084,104586.195
2GNAXJEV5J6352520,21649.82
1N4AL3AP3HC223903,16221.297
1HGCP2F33BA077451,6096.156
1GYS4CKJ3LR124746,77916.125
1FMCU9GD7JUB45718,16063.254
1C6RREFT7KN745854,35810.945
KM8J33A21GU222297,24695.63
5XYZT3LB3EG145175,11101.435
2G4WS52J011212776,9642.638
3GTU9CED8LG346110,46123.793
2HGFC2F83KH514080,17858.576
3GCUYHED9LG427858,66326.984
JM3KFBCM1L0840740,30207.355
1FD7W2A68LEC50861,46344.945
WDDZF8DB9LA718022,48800.625
1C4RJFBG1HC885997,30686.508
2C4RC1AG0KR667885,27287.99
3GNAXHEV6LS657974,24679.098
1GKKNMLS2HZ272074,27486.914
1GCGTEEN7J1161674,27275.52
KM8J3CAL2KU948817,22803.53
1GNERGKW9LJ297362,35693.664
1FTER4EH3LLA54266,39024.56
1GNEVNKWXLJ186559,45907.047
5NPDH4AE8BH054115,8526.89
JTEZU5JR9F5095252,22010.47
4JGDA7DB3DA143880,27750.324
1FTFW1E48LKE27932,49247.76
1GCJK33133F209898,19332.977
WBAJS3C00LWW67189,64289.8
JTHG5LFF1L5011012,90280.33
KNDPMCAC7L7834596,27630.562
JTMP1RFV6KD516121,26626.064
1FMSK8DH4LGC81101,48469.99
JM1BM1L79G1308106,14476.008
1N4AL2AP3CN514151,13110.308
1FTEW1CP1LFB80562,41949.54
1FTER4EH7LLA08584,39459.176
3FA6P0LU7KR100710,21778.127
3FA6P0LUXLR267192,30603.309
SALGS5FE0HA342149,88454.484
2CNDL63F666126838,4180.5825
5J8YD4H38LL036360,47303.543
4S4BTAEC9L3256516,31587.36
WBA3N7C56FK225516,22706.328
1FMCU9G61LUA90137,34165.918
5TDDZRBH5LS019269,43114.027
1G1ZD5STXKF161111,16375.616
1N4BL4BV2LC266547,22473.041
2FMPK4AP1JBB81780,31287.898
5FNRL6H56LB065653,38031.332
NM0LS7F28L1454985,32416.805
5NMS53AAXLH252961,38457.34
1FA6P8CF8G5229985,28325.312
2FMPK4J99LBB09293,41978.984
1G6DS5E31D0176835,12330.508
1C6SRFHM1LN415075,57144.77
ZARFAMBN8L7630941,39781.906
KNDPM3AC3M7856600,27003.781
1C4AJWAG4FL538899,21673.742
2C3CDZAG0KH669602,25616.209
1GC4K0E80GF224273,36255.562
5J8YD3H80LL008932,48227.39
1FMCU9H96LUA35188,37650.062
4T1FA38P28U157362,6469.6045
4T4BF1FK6GR555433,12534.371
KL79MSSL9MB024321,26385.617
1FMSK7DH6LGB38709,45610.844
JN8AT2MV3HW250116,20933.867
1FTER4FH6KLA82205,38927.926
ZARFAEEN9H7544191,33199.645
JN1EV7ARXHM835110,27993.908
WBA5U7C00LA234682,49726.613
1FTEW1E54LKE78333,47900.08
1C4PJMDX8KD463574,22733.814
3C6UR5FLXJG216707,31330.58
5N1DR2MM3HC662404,14888.92
1FMCU0DZ2LUC07315,31426.291
1FMCU9F61LUB85749,32384.416
5N1DL0MN4LC500434,39164.324
2C3CDXGJ5JH237142,36239.496
3C6UR5FL7LG147011,52082.336
5J6RE48388L049059,6739.9775
1GCRYDED5LZ201976,36910.117
1HGCV1F33LA049439,26829.08
2FMPK4K95KBB89012,25442.926
4S3GKAV65L3612080,22808.018
5FNYF6H07MB011903,44875.223
1GYKNCRS3HZ197490,29223.3
3VWEF71K07M138834,2679.8198
SAJWJ0EF8E8U31846,26857.06
4T1BE46K57U508831,4375.4927
1C6RR6LTXDS698981,20070.043
3GKALPEV4KL253065,20075.26
5XYZT3LB9HG493048,16770.246
KL8CB6SAXLC479653,23462.264
5FNYF4H54BB042460,10044.249
SALCR2BG8HH704929,28165.594
5XYPG4A3XHG267534,21356.729
1FTEW1E46KKC81881,44803.36
1C6HJTFG0LL216592,41346.58
1FADP3FE9JL307271,13463.091
1FMJK1MT4LEA61475,73469.92
W1N4N4HBXMJ162310,42958.64
JM1GL1XY9L1524334,41722.973
1FMSK8DH0LGC39721,46255.89
2C3CDXCT8JH290036,33387.477
3KPA24AD8LE336692,14027.641
WDDZF4JB7HA257178,30371.129
3KPF34AD1LE261675,33729.918
KNDJH741095035808,9261.525
JN1EV7EK9HM362040,30909.63
1VWBV7A36FC046240,6897.256
5NPD84LF9LH595858,19597.521
1FTEW1E51KKD51151,46477.14
5J8YD4H39LL036237,50166.004
JN1BJ1CP2HW020346,16218.489
WMWXJ1C07L2L90243,32513.072
1C6RR6FT1FS635329,14528.154
1FADP3FE3HL283057,16146.873
5UXCY4C02L9D43435,77668.02
1C6RRFJG5KN729037,30820.129
4T1M11AK5LU373161,33461.32
1C4RJFJG3LC436010,48042.47
19XFC2F62LE212547,21744.719
2GNFLHEKXF6133348,17070.227
2C3CDZBT0HH613745,28916.482
1C6RR7MT7ES359455,19306.7
1GKKNXLS7LZ119409,47630.875
1FMCU9G6XLUA90136,34141.375
1FM5K8HC3LGA82648,56498.88
5NPD84LF0LH619626,20817.613
WBAJA7C32HG906876,30564.266
1FMJU2ATXKEA50984,44513.727
2G11Z5S3XK9134899,23440.096
1GTW7AFG5L1254155,50269.645
3KPF24AD5LE164787,19538.738
5FNRL6H79JB024156,25644.383
WUAWAAFC2HN904268,72295.4
3GNDA13D88S598868,7112.263
5FNRL6H55LB073162,38745.574
2T3P1RFV1LC090618,29853.877
2C3CCAAG6GH358378,16126.667
5N1AZ2CJ6LN158579,35751.61
KM8J3CAL5LU280626,27872.465
4JGDA5HB5HA907488,36079.363
JN1BJ1CR3HW136110,19558.49
2HGFC1E51JH702872,20975.72
1FTER4FH7LLA24492,39415.582
W1KUG8JB7LA562722,137247.95
1HGCV1F36LA115174,26965.61
1G1BE5SM3K7122152,21525.441
KM8J2CA46LU240129,27214.29
5GADV33L86D116737,9186.625
1FTEW1EP2LFC56030,46275.67
5N1DR2AN3LC613659,31969.115
5UXKR2C31H0X07151,44702.453
5YFEPRAE4LP054587,22752.91
1C3CCCBBXFN702850,17615.738
1FMSK8DH6LGC88020,46954.85
1HGCV1F34LA126173,27017.314
2T3BFREVXFW378458,13424.109
1FTEW1E49LFC72957,53379.066
1N4AA6DV1LC379433,33571.812
3C6UR4CL7KG517841,70808.78
5FNYF6H53HB052255,31293.61
3C3JY45X77T604950,5137.799
1G1ZH5SX5GF267058,23307.88
1FTER4FH2LLA63166,36827.137
1FAHP60A72Y114422,15304.461
W1N0G8EB6LF815401,50893.562
3FA6P0HD7JR167752,17379.576
1J4AA2D15BL528726,10488.384
2C3CDXL9XJH113007,68649.16
3N63M0ZN4GK692683,14638.457
1FM5K7D87EGC10016,14070.177
1C4PJLCB5LD634380,23992.146
4S4BTAEC3L3265678,33118.953
3C4NJDCB5LT234195,28326.25
5GAERBKW5LJ201675,41710.715
3C4NJDBB1MT506891,28744.283
3KPC24A66LE126666,17419.053
2GCEC13T361147340,37245.234
4S3BWAC61L3013761,24498.19
3GCPWBEK2LG202308,47701.93
WA1VWBF72LD013408,70762.92
3C4NJDBB0LT239516,27404.768
5YFBURHE1JP745249,12248.472
1FTEX1EP8LFC05659,38728.67
5XYPG4A51LG693770,31561.43
1C6HJTAG8LL126470,36958.41
1GYKNBRS8HZ119880,18359.719
1FA6P8TH7L5172870,31546.883
1GCRYEED1LZ293948,44801.16
1GNSKHKC9KR140689,35219.15
JTNK4RBEXK3021073,18682.96
W1K2J5JB9LA074234,79442.49
KL4MMDSL9LB110018,26598.92
3MZBPBCMXLM131367,26224.896
1GNSKHKC2LR284618,53517.36
1C6SRFFT0LN398473,48148.1
3C63RRJL6KG602116,67963.34
JM3KFBCL4H0105524,21527.768
JTHCL5EF8H5029354,37958.082
1G1FJ1R65K0155160,77925.83
ZASPAKBN3L7C75185,44257.54
KL7CJKSBXLB330710,20408.809
55SWF4JB4JU256093,29741.06
5FNYF5H58MB003220,40513.715
KNDMC5C1XM6661211,32302.621
3GCUKSEC6EG316029,26833.336
JM3KFBBM4J0467563,20512.008
KNDJN2A22J7574383,13774.227
3VWG57BU1LM078987,20463.994
KMHD84LF9LU099377,20450.643
3GNAXJEV9LS600434,26819.057
2LMPJ6K93LBL28767,48853.746
1FMSK7DH2LGC89739,47110.383
LRBFX3SX1LD019797,39667.375
1G1PA5SG8E7195310,5726.7354
WDDHF8JB7GB244698,24774.4
5N1DR2MN0KC627917,29953.129
2HGFC2F51JH502840,14978.608
3C4NJDBB0LT209917,29217.412
3N1CN8DV3LL884206,17881.26
1FT7W2B61KEC41033,55970.664
JN1BJ0RR8HM402377,24389.072
1FMJK1KT0KEA28104,42441.363
1GNERHKW3LJ303887,38591.246
WP1AA2A50JLB12223,40072.59
1GTW7AFG6L1254391,53360.96
3LN6L5MU0HR650899,21295.94
1GTG6FEN9M1100246,37931.69
3KPF24ADXLE202871,17663.004
3VV0B7AX0LM163586,28358.697
JH4KC1F5XLC000260,45524.277
5N1DL0MN7LC538692,49756.035
1FTEW1E51LFC52078,48646.54
1C3CDFBB6GD624783,13492.363
1C6SRFLTXLN378610,55902.758
1V2LP2CA7MC519915,42090.35
1C4NJRFB2HD195474,18669.275
1FTEW1E44LKD11509,43589.957
3FA6P0T97HR173435,20682.127
5UXWX7C52BLT78598,22484.33
KL8CC6SAXLC479004,25702.572
1FMSK7FH2LGB47159,45923.457
JM1BPBLM0L1165673,21395.777
3C6UR5DL5LG104631,71988.24
1FTEX1CB4LKD47540,34531.16
1FM5K8AB1LGD08994,36341.51
5NMS2CADXKH087656,19398.379
ZN661YUS5LX346136,79897.164
KL4MMDSL4LB115045,26911.686
4T1G31AK4LU542030,33837.145
1GYKNDRS4HZ214514,33429.875
JF2SH6DC7AH795044,10535.107
JM3KFBEY8L0853873,37814.383
3LN6L5A99HR647886,21619.229
2C4RDGBG4LR231816,28744.922
2GKFLVE30G6212727,18436.592
4T1BD1EB6FU038231,16479.701
NM0LS7E21L1439276,31155.285
1FTEW1C59LFA41942,52027.082
5XXGN4A75FG426387,15712.023
KL8CD6SA2LC479754,26437.432
1GNERJKW8LJ289945,42645.156
KNDEUCAA4M7120450,25042.797
1FTEW1CP2LFB51068,39346.176
ZACNJBAB4LPL47969,22823.633
1FTFW1RG9JFE71223,44347.203
1FTNE1EW6ADA63589,18794.033
4S3GKAV69L3607206,23720.047
2C3CDXFG0HH529507,19847.59
JM3KFADM0J1388232,18821.416
3GTP9CEK9LG398129,45484.758
4S4BSANC1K3370446,26107.15
5UXKR2C5XE0H33988,17023.646
1GNERFKW8LJ276058,36054.004
3GTU2UEC8FG444673,31650.324
19XFC1F74LE209068,25438.402
WBAVC73528KX90475,5217.684
2C4RC1BG2KR597059,27238.502
1FTER4EH9LLA44812,39424.508
2C4RC1FG0LR264094,39114.75
1FTFW1RGXLFC75195,60796.844
1FT8W3BT7BEC44048,27811.223
1GTG6DE33G1317430,23107.695
1GNSKCE04BR240946,16512.729
1N4AL3AP0HC472577,16107.297
1G1ZB5ST6LF136553,23589.979
1C4PJLLB0LD640491,27170.367
3C6TRVDG2LE127794,38957.176
1C4RJFAG8HC814880,27968.805
1FTEW1E4XLFC83983,47842.145
JM1DKDC72H0163157,13562.009
1GAZG1FG5E1183872,30605.477
2C3CDXGJ3LH202666,48831.023
WDDWF4KB2HR282850,31501.264
1FM5K8D84DGA28875,15192.908
W1KZF8EB3LA827834,54921.41
3C63R3CL8LG232721,66576.445
3FA6P0PU6HR276781,17928.7
2T3BFREV2FW335958,16018.82
JTDEPRAEXLJ022019,24486.117
1FMJK1MT3LEA37832,74929.086
1N4BZ1CP1LC304976,42119.035
5NMS23AD1LH272745,29133.1
1G1BE5SM6K7145148,18009.754
3D3HA18H85G820143,65496.395
YV4BR0CL5M1672153,80122.3
3PCAJ5M36LF113346,47839.707
5J6RW2H52LA016517,31340.047
4JGFB8GB0LA272830,115328.59
4T1BF1FK6HU731585,14488.448
1FM5K8GC4LGA32214,62155.49
1FBZX2YM7KKB05314,26637.383
KM8SC73D05U866624,9909.929
SAJAD4FX9JCP26462,26267.076
1FTEW1EP6LFC20728,43781.574
5TDZARFH9KS043659,23267.324
1C6RR7LG6JS147516,30335.516
5FNRL6H90KB078173,44130.55
3VWCB7BU1LM066412,18991.191
NM0LS7E22L1472190,32584.691
W1N4N4HB4MJ152551,44041.49
19XFB2F53EE205264,11224.572
1G1ZE5STXHF125733,17759.89
2T1BURHE1EC020191,12268.855
YV1960BW2A1153105,6367.937
3N1AB7AP4HY348987,17095.508
1FTYR10D53PA91554,5024.8296
W1N4M4GB3LW015994,34355.25
JTNKARJEXJJ566243,16205.585
2T3BFREV7HW571590,21381.492
KNDMB5C19H6309696,23778.367
1FTEW1E59LKD74100,47656.03
5J6RW1H98LL009928,29638.879
